line_norm,label
dec   labsz sshd[]: pam  more authentication failures; logname= uid= euid= tty=ssh ruser= rhost=---.sf.ddns.bulsat.com  user=root,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=---.ip.afrihost.co.za  user=mysql,SSHAuthFail
dec   labsz sshd[]: reverse mapping checking getaddrinfo for unspecified.mtw.ru [...] failed - possible break-in attempt!,SSHPossibleBreak
jan    labsz sshd[]: reverse mapping checking getaddrinfo for hosted-by.rootlayer.net [...] failed - possible break-in attempt!,SSHPossibleBreak
jan    labsz sshd[]: pam  more authentication failures; logname= uid= euid= tty=ssh ruser= rhost=host-.wireless.cinte.com.br,SSHAuthFail
dec   labsz sshd[]: pam  more authentication failures; logname= uid= euid= tty=ssh ruser= rhost=lmontsouris----.w82-.abo.wanadoo.fr,SSHAuthFail
jan    labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=...  user=gnats,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=ec2----.cn-north-.compute.amazonaws.com.cn  user=mysql,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=h87---.cust.se.alltele.net,SSHAuthFail
dec   labsz sshd[]: reverse mapping checking getaddrinfo for ---.allband.org [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=---.hinet-ip.hinet.net  user=git,SSHAuthFail
jan    labsz sshd[]: reverse mapping checking getaddrinfo for ....pool.sknt.ru [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: reverse mapping checking getaddrinfo for host66---.serverdedicati.aruba.it [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: disconnecting: too many authentication failures for pi [preauth],SSHAuthFail
jan    labsz sshd[]: reverse mapping checking getaddrinfo for wat2.nowplaying.ga [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: reverse mapping checking getaddrinfo for host40---.serverdedicati.aruba.it [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: reverse mapping checking getaddrinfo for ....static.anycast.cnt-grms.ec [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=---.3g.claro.net.br  user=root,SSHAuthFail
dec   labsz sshd[]: pam  more authentication failures; logname= uid= euid= tty=ssh ruser= rhost=---.dynamic-ip.hinet.net  user=root,SSHAuthFail
dec   labsz sshd[]: reverse mapping checking getaddrinfo for ....in-addr.arpa [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: pam  more authentication failures; logname= uid= euid= tty=ssh ruser= rhost=dslb----...pools.vodafone-ip.de,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=...  user=backup,SSHAuthFail
dec   labsz sshd[]: reverse mapping checking getaddrinfo for ....broad.bm.nm.dynamic.163data.com.cn [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: reverse mapping checking getaddrinfo for int0.client.access.fanaptelecom.net [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=lmontsouris----.w82-.abo.wanadoo.fr,SSHAuthFail
dec   labsz sshd[]: pam  more authentication failures; logname= uid= euid= tty=ssh ruser= rhost=.ctinets.com,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=....dynamic-dsl-ip.omantel.net.om  user=root,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=...  user=news,SSHAuthFail
dec   labsz sshd[]: reverse mapping checking getaddrinfo for dsl-----dyn.prod-infinitum.com.mx [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: reverse mapping checking getaddrinfo for ....sta..ru [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=ppp118---.bras1.syd2.internode.on.net  user=root,SSHAuthFail
jan    labsz sshd[]: reverse mapping checking getaddrinfo for ....dyn.v4.saturn-internet.ru [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=---.dynamic-ip.hinet.net  user=root,SSHAuthFail
dec   labsz sshd[]: reverse mapping checking getaddrinfo for host--.internetunion.pl [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=dslb----...pools.vodafone-ip.de  user=root,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=hmtnon1497w-lp130-----.dsl.bell.ca,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=bb219---.singnet.com.sg  user=root,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=...  user=mail,SSHAuthFail
jan    labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=m90---.cust.tele2.lv  user=root,SSHAuthFail
dec   labsz sshd[]: reverse mapping checking getaddrinfo for ---.metroethernet.dynamic.fst.sp.faster.net.br [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: pam  more authentication failures; logname= uid= euid= tty=ssh ruser= rhost=bb219---.singnet.com.sg  user=root,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=---.cable.teksavvy.com,SSHAuthFail
jan    labsz sshd[]: reverse mapping checking getaddrinfo for ....broad.bj.bj.static.163data.com.cn [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: reverse mapping checking getaddrinfo for ---.megavelocidade.com.br [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: pam  more authentication failures; logname= uid= euid= tty=ssh ruser= rhost=host----.lynet.no,SSHAuthFail
jan    labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=vimaru.edu.vn  user=git,SSHAuthFail
jan    labsz sshd[]: reverse mapping checking getaddrinfo for host55---.serverdedicati.aruba.it [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=...  user=daemon,SSHAuthFail
jan    labsz sshd[]: pam  more authentication failures; logname= uid= euid= tty=ssh ruser= rhost=anantes----.w109-.abo.wanadoo.fr,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=...  user=syslog,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=diup--.inter.net.il,SSHAuthFail
jan    labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=pn--.itsc.cuhk.edu.hk  user=hxu,SSHAuthFail
dec   labsz sshd[]: pam  more authentication failures; logname= uid= euid= tty=ssh ruser= rhost=softbank126025084195.bbtec.net  user=root,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=gw-bell-xen.ll-nsk.zsttk.ru  user=git,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=ppp----.dynamic.mnet-online.de  user=root,SSHAuthFail
jan    labsz sshd[]: reverse mapping checking getaddrinfo for pppoe----.lekks.ru [...] failed - possible break-in attempt!,SSHPossibleBreak
jan    labsz sshd[]: reverse mapping checking getaddrinfo for ....pldt.net [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=aup83-----.fbx.proxad.net,SSHAuthFail
dec   labsz sshd[]: pam  more authentication failures; logname= uid= euid= tty=ssh ruser= rhost=---.dhcp.mdsn.wi.charter.com,SSHAuthFail
jan    labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=lfbn-lil---.w81-.abo.wanadoo.fr,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=p416182-ipngn4001akatuka.ibaraki.ocn.ne.jp,SSHAuthFail
dec   labsz sshd[]: pam  more authentication failures; logname= uid= euid= tty=ssh ruser= rhost=---.dsl.telesp.net.br  user=root,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=---.dhcp.mdsn.wi.charter.com  user=root,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=...  user=hxu,SSHAuthFail
jan    labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=...  user=www-data,SSHAuthFail
dec   labsz sshd[]: pam  more authentication failures; logname= uid= euid= tty=ssh ruser= rhost=---.hinet-ip.hinet.net,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=---.rev.cloud.scaleway.com,SSHAuthFail
jan    labsz sshd[]: reverse mapping checking getaddrinfo for ....static.pldt.net [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=.ctinets.com,SSHAuthFail
jan    labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=...  user=server,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=---.dynamic-ip.hinet.net,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=...  user=man,SSHAuthFail
dec   labsz sshd[]: reverse mapping checking getaddrinfo for promote.cache-dns.local [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=ip----.ip.secureserver.net,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=ec2----.compute-.amazonaws.com,SSHAuthFail
jan    labsz sshd[]: reverse mapping checking getaddrinfo for host166---.static.arubacloud.com [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: reverse mapping checking getaddrinfo for ....broad.zz.sd.dynamic.163data.com.cn [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=x4dbb18ea.dyn.telefonica.de,SSHAuthFail
dec   labsz sshd[]: reverse mapping checking getaddrinfo for .mega.nn.ru [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: disconnecting: too many authentication failures for user [preauth],SSHAuthFail
jan    labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=host----.as13285.net  user=root,SSHAuthFail
dec   labsz sshd[]: reverse mapping checking getaddrinfo for r193---.utex-telecom.ru [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=softbank126025084195.bbtec.net  user=root,SSHAuthFail
jan    labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=...  user=syslog,SSHAuthFail
jan    labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=....redfoxtelecom.com.br,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=---.ip.ukrtel.net  user=root,SSHAuthFail
jan    labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=ip127.ip---.eu  user=root,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=h109---.dyn.bashtel.ru  user=root,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=---.static.tpgi.com.au,SSHAuthFail
dec   labsz sshd[]: reverse mapping checking getaddrinfo for 5ad64b68.bb.sky.com [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: reverse mapping checking getaddrinfo for rechtratores.static.gvt.net.br [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=host81---.in-addr.btopenworld.com  user=root,SSHAuthFail
jan    labsz sshd[]: reverse mapping checking getaddrinfo for hn.kd.dhcp [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: reverse mapping checking getaddrinfo for ....broad.zs.zj.dynamic.163data.com.cn [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: pam  more authentication failures; logname= uid= euid= tty=ssh ruser= rhost=avo172.neoplus.adsl.tpnet.pl  user=root,SSHAuthFail
dec   labsz sshd[]: disconnecting: too many authentication failures for supervisor [preauth],SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=...  user=sync,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=---.dynamic.mts-nn.ru  user=root,SSHAuthFail
dec   labsz sshd[]: reverse mapping checking getaddrinfo for pla75-----.fbxo.proxad.net [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=n112120195041.netvigator.com,SSHAuthFail
jan    labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=host86---.range86-.btcentralplus.com,SSHAuthFail
dec   labsz sshd[]: pam  more authentication failures; logname= uid= euid= tty=ssh ruser= rhost=....rev.sfr.net,SSHAuthFail
jan    labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=...  user=hxu,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=cpc111743-lutn13---cust845.-.cable.virginm.net  user=root,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=..-.verdenettelecom.net.br  user=root,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=s0106a84e3f6d7173.ed.shawcable.net,SSHAuthFail
jan    labsz sshd[]: reverse mapping checking getaddrinfo for ....broad.sz.gd.dynamic.163data.com.cn [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: reverse mapping checking getaddrinfo for caf-....caf-online.net [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=5f44cf5d.dynamic.mv.ru,SSHAuthFail
dec   labsz sshd[]: reverse mapping checking getaddrinfo for ---.yourlink.ca [...] failed - possible break-in attempt!,SSHPossibleBreak
jan    labsz sshd[]: reverse mapping checking getaddrinfo for ....broad.pt.fj.dynamic.163data.com.cn [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: pam  more authentication failures; logname= uid= euid= tty=ssh ruser= rhost=---.dynamic.mts-nn.ru  user=root,SSHAuthFail
dec   labsz sshd[]: reverse mapping checking getaddrinfo for ....f.sta.codetel.net.do [...] failed - possible break-in attempt!,SSHPossibleBreak
jan    labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=...  user=sync,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=ip----.router.siliconvalleywifi.com  user=sshd,SSHAuthFail
dec   labsz sshd[]: reverse mapping checking getaddrinfo for host-....butovonet.ru [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: pam  more authentication failures; logname= uid= euid= tty=ssh ruser= rhost=cpc111119-wiga14---cust1205.-.cable.virginm.net,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=gw-bell-xen.ll-nsk.zsttk.ru  user=root,SSHAuthFail
dec   labsz sshd[]: reverse mapping checking getaddrinfo for ---.ciaccess.com [...] failed - possible break-in attempt!,SSHPossibleBreak
jan    labsz sshd[]: pam  more authentication failures; logname= uid= euid= tty=ssh ruser= rhost=---.hinet-ip.hinet.net  user=root,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=p54835537.dip0.t-ipconnect.de,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=d97a654a.cm--3b.dynamic.ziggo.nl,SSHAuthFail
dec   labsz sshd[]: reverse mapping checking getaddrinfo for ....radiocable.net [...] failed - possible break-in attempt!,SSHPossibleBreak
jan    labsz sshd[]: reverse mapping checking getaddrinfo for ....ifibertv.com [...] failed - possible break-in attempt!,SSHPossibleBreak
jan    labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=...  user=proxy,SSHAuthFail
dec   labsz sshd[]: pam  more authentication failures; logname= uid= euid= tty=ssh ruser= rhost=h109---.dyn.bashtel.ru  user=root,SSHAuthFail
"dec   labsz sshd[]: address ... maps to unallocated-static.rogers.com, but this does not map back to the address - possible break-in attempt!",SSHPossibleBreak
dec   labsz sshd[]: reverse mapping checking getaddrinfo for ....broad.hz.zj.dynamic.163data.com.cn [...] failed - possible break-in attempt!,SSHPossibleBreak
jan    labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=lfbn---.w86-.abo.wanadoo.fr,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=p5794b7d3.dip0.t-ipconnect.de,SSHAuthFail
dec   labsz sshd[]: reverse mapping checking getaddrinfo for ....broad.xm.fj.dynamic.163data.com.cn [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: pam  more authentication failures; logname= uid= euid= tty=ssh ruser= rhost=d97a654a.cm--3b.dynamic.ziggo.nl,SSHAuthFail
jan    labsz sshd[]: reverse mapping checking getaddrinfo for dsl-----dyn.prod-infinitum.com.mx [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=---.jetstream.xtra.co.nz  user=root,SSHAuthFail
jan    labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=port----.dynamic.qsc.de  user=root,SSHAuthFail
jan    labsz sshd[]: reverse mapping checking getaddrinfo for ....broad.bx.ln.dynamic.163data.com.cn [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: pam  more authentication failures; logname= uid= euid= tty=ssh ruser= rhost=p54835537.dip0.t-ipconnect.de,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=kd121106112251.ppp-bb.dion.ne.jp,SSHAuthFail
"dec   labsz sshd[]: address ... maps to mail01.vision247.com, but this does not map back to the address - possible break-in attempt!",SSHPossibleBreak
jan    labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=host----.netlife.ec,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=net203--.mclink.it,SSHAuthFail
jan    labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=----bbc-dynamic.kuzbass.net  user=root,SSHAuthFail
dec   labsz sshd[]: reverse mapping checking getaddrinfo for ....gs.dynamic.163data.com.cn [...] failed - possible break-in attempt!,SSHPossibleBreak
jan    labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=---.hinet-ip.hinet.net  user=root,SSHAuthFail
dec   labsz sshd[]: pam  more authentication failures; logname= uid= euid= tty=ssh ruser= rhost=bl16--.dsl.telepac.pt  user=root,SSHAuthFail
jan    labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=---.rev.poneytelecom.eu,SSHAuthFail
dec   labsz sshd[]: pam  more authentication failures; logname= uid= euid= tty=ssh ruser= rhost=h87---.cust.se.alltele.net,SSHAuthFail
dec   labsz sshd[]: reverse mapping checking getaddrinfo for ---.static.telcel.net.ve [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: reverse mapping checking getaddrinfo for ....sta.impsat.net.br [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=c----.hsd1.co.comcast.net,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=ec2----.compute-.amazonaws.com  user=root,SSHAuthFail
jan    labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=host-.wireless.cinte.com.br,SSHAuthFail
jan    labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=host10--dynamic.--r.retail.telecomitalia.it  user=root,SSHAuthFail
dec   labsz sshd[]: pam  more authentication failures; logname= uid= euid= tty=ssh ruser= rhost=5f44cf5d.dynamic.mv.ru,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=x4db47b7c.dyn.telefonica.de  user=root,SSHAuthFail
dec   labsz sshd[]: reverse mapping checking getaddrinfo for ....adsl-pool.jlccptt.net.cn [...] failed - possible break-in attempt!,SSHPossibleBreak
jan    labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=....dynamic-dsl-ip.omantel.net.om,SSHAuthFail
dec   labsz sshd[]: reverse mapping checking getaddrinfo for ---.multi.net.pk [...] failed - possible break-in attempt!,SSHPossibleBreak
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=---.pools.spcsdns.net  user=root,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=---.spectrumnet.bg,SSHAuthFail
jan    labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=...  user=backup,SSHAuthFail
dec   labsz sshd[]: pam  more authentication failures; logname= uid= euid= tty=ssh ruser= rhost=h----.na.cust.bahnhof.se  user=root,SSHAuthFail
jan    labsz sshd[]: pam  more authentication failures; logname= uid= euid= tty=ssh ruser= rhost=----bbc-dynamic.kuzbass.net  user=root,SSHAuthFail
dec   labsz sshd[]: pam_unix(sshd:auth): authentication failure; logname= uid= euid= tty=ssh ruser= rhost=hwvps150156.hostwindsdns.com,SSHAuthFail
